loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,int_rate2,int_rate3
4800,4800,36,15.61,167.84,2.0,RENT,30000.0,1.0,major_purchase,CA,1.32,0.0,0.0,5.0,9.0,11.0,4370.92,670.08,429.08,241.0,0.1561,15.61
11100,11100,60,23.1,313.56,9.0,MORTGAGE,48000.0,1.0,debt_consolidation,TX,33.55,0.0,0.0,11.0,12225.0,25.0,10581.37,1566.6,518.63,1047.97,0.231,23.1
12000,12000,36,6.97,370.37,0.0,RENT,60000.0,1.0,credit_card,MO,15.38,1.0,13.0,13.0,5276.0,57.0,10479.08,1851.85,1520.92,330.93,0.0697,6.97
7125,7125,36,14.3,244.56,6.0,MORTGAGE,68000.0,1.0,credit_card,TX,17.33,0.0,0.0,14.0,7145.0,21.0,6308.59,1221.12,816.41,404.71,0.14300000000000002,14.3
29175,29175,60,10.99,634.19,10.0,MORTGAGE,65000.0,1.0,debt_consolidation,MA,28.34,0.0,0.0,20.0,24274.0,29.0,27690.08,2531.04,1484.92,1046.12,0.1099,10.99
12000,12000,36,9.99,387.15,5.0,MORTGAGE,54000.0,1.0,debt_consolidation,KY,14.18,0.0,0.0,7.0,4993.0,15.0,10540.9,1934.07,1459.1,474.97,0.0999,9.99
8875,8875,36,11.99,294.74,6.0,MORTGAGE,31000.0,1.0,debt_consolidation,OH,24.0,0.0,0.0,11.0,4606.0,16.0,8038.39,1178.84,836.61,342.23,0.1199,11.99
15600,15600,60,17.76,394.11,4.0,RENT,83000.0,1.0,debt_consolidation,CA,28.89,0.0,0.0,11.0,6992.0,30.0,14759.33,1970.55,840.67,1129.88,0.1776,17.76
6000,6000,36,14.3,205.95,5.0,OTHER,40000.0,1.0,other,FL,1.56,0.0,0.0,6.0,2588.0,17.0,5453.71,822.0,546.29,275.71,0.14300000000000002,14.3
26000,26000,36,14.3,892.42,2.0,RENT,118000.0,1.0,debt_consolidation,NJ,11.72,1.0,17.0,10.0,26191.0,32.0,23630.32,3565.68,2369.68,1196.0,0.14300000000000002,14.3
21000,21000,60,23.7,600.48,3.0,RENT,85000.0,1.0,debt_consolidation,PA,17.39,0.0,0.0,11.0,9812.0,36.0,20235.01,2401.2,764.99,1636.21,0.237,23.7
13500,13500,36,6.97,416.66,10.0,MORTGAGE,65000.0,1.0,debt_consolidation,OR,9.23,0.0,63.0,14.0,7767.0,35.0,11789.0,2083.3,1711.0,372.3,0.0697,6.97
7200,7200,36,12.99,242.57,10.0,RENT,94176.0,1.0,debt_consolidation,CA,23.6,0.0,0.0,16.0,18873.0,28.0,6065.49,1499.88,1134.51,365.37,0.12990000000000002,12.99
18000,18000,60,11.99,400.31,10.0,MORTGAGE,102000.0,1.0,debt_consolidation,OH,24.32,0.0,0.0,13.0,112687.0,40.0,17108.54,1594.64,891.46,703.18,0.1199,11.99
17475,17475,36,12.99,588.72,10.0,MORTGAGE,39000.0,1.0,debt_consolidation,SC,15.91,0.0,66.0,6.0,10438.0,9.0,15851.2,2354.08,1623.8,730.28,0.12990000000000002,12.99
12000,12000,36,10.99,392.81,10.0,MORTGAGE,130000.0,1.0,credit_card,CA,10.66,0.0,0.0,11.0,15352.0,20.0,10561.43,1961.13,1438.57,522.56,0.1099,10.99
6250,6250,36,17.1,223.15,10.0,RENT,29400.0,1.0,credit_card,MA,26.16,0.0,34.0,7.0,5866.0,10.0,5702.17,892.44,547.83,344.61,0.171,17.1
10000,10000,36,11.99,332.1,9.0,MORTGAGE,170000.0,1.0,debt_consolidation,CT,12.12,2.0,12.0,16.0,14231.0,34.0,9057.42,1328.16,942.58,385.58,0.1199,11.99
8125,8125,36,17.76,292.77,4.0,OTHER,45000.0,1.0,debt_consolidation,CA,15.71,0.0,0.0,10.0,8261.0,15.0,7236.75,1463.41,888.25,575.16,0.1776,17.76
7350,7350,36,14.3,252.28,2.0,MORTGAGE,35000.0,1.0,debt_consolidation,OH,15.15,0.0,0.0,8.0,5609.0,15.0,6850.67,755.85,499.33,256.52,0.14300000000000002,14.3
10000,10000,36,14.3,343.24,2.0,RENT,70000.0,1.0,debt_consolidation,NY,11.81,0.0,72.0,26.0,8973.0,63.0,9088.28,1371.88,911.72,460.16,0.14300000000000002,14.3
10000,10000,36,12.99,336.9,10.0,RENT,65000.0,1.0,debt_consolidation,NY,7.18,0.0,0.0,10.0,8279.0,18.0,9070.77,1347.12,929.23,417.89,0.12990000000000002,12.99
10000,10000,36,18.55,364.29,0.0,RENT,45000.0,1.0,vacation,CA,26.45,0.0,0.0,7.0,18137.0,25.0,8918.76,1821.09,1081.24,739.85,0.1855,18.55
3000,3000,36,10.99,98.21,5.0,MORTGAGE,177000.0,1.0,credit_card,FL,33.22,0.0,0.0,13.0,201757.0,32.0,2857.88,196.42,142.12,54.3,0.1099,10.99
21000,21000,36,9.99,677.52,0.0,MORTGAGE,135000.0,1.0,home_improvement,TX,28.73,0.0,0.0,20.0,5110.0,32.0,18448.74,3381.72,2551.26,830.46,0.0999,9.99
12000,12000,36,9.25,383.0,10.0,MORTGAGE,95000.0,1.0,debt_consolidation,CA,10.94,1.0,15.0,14.0,11023.0,30.0,10824.5,1532.0,1175.5,356.5,0.0925,9.25
10050,10050,36,18.55,366.12,8.0,RENT,45000.0,1.0,other,TN,11.17,0.0,0.0,24.0,7534.0,47.0,8963.26,1830.32,1086.74,743.58,0.1855,18.55
12750,12750,36,16.2,449.52,2.0,MORTGAGE,91000.0,1.0,credit_card,MI,10.18,0.0,0.0,14.0,17704.0,22.0,11325.27,2247.28,1424.73,822.55,0.162,16.2
6000,6000,36,11.99,199.26,10.0,MORTGAGE,65000.0,1.0,credit_card,GA,16.71,8.0,12.0,12.0,8332.0,35.0,0.0,6285.644385,6000.0,285.64,0.1199,11.99
12250,12250,36,13.67,416.72,3.0,OTHER,75000.0,1.0,debt_consolidation,NY,7.04,0.0,73.0,5.0,5140.0,13.0,10832.2,2083.6,1417.8,665.8,0.1367,13.67
12000,12000,60,17.1,298.88,8.0,MORTGAGE,48500.0,1.0,debt_consolidation,TX,32.44,0.0,0.0,14.0,5660.0,39.0,11342.68,1493.12,657.32,835.8,0.171,17.1
20050,20050,60,16.2,489.72,10.0,MORTGAGE,75000.0,1.0,debt_consolidation,OH,17.2,2.0,12.0,12.0,23201.0,25.0,19155.92,1958.88,894.08,1064.8,0.162,16.2
8000,8000,36,11.99,265.68,2.0,RENT,120000.0,1.0,debt_consolidation,CA,16.41,0.0,48.0,12.0,7278.0,14.0,7052.63,1328.24,947.37,380.87,0.1199,11.99
20400,20400,36,12.99,687.26,6.0,MORTGAGE,105000.0,1.0,credit_card,CA,8.98,0.0,34.0,14.0,19678.0,23.0,18017.36,3435.5,2382.64,1052.86,0.12990000000000002,12.99
10000,10000,36,17.1,357.03,0.0,MORTGAGE,70000.0,1.0,home_improvement,CA,14.41,0.0,67.0,11.0,5213.0,29.0,9123.51,1427.88,876.49,551.39,0.171,17.1
8875,8875,36,17.76,319.79,10.0,MORTGAGE,33000.0,1.0,credit_card,WI,20.98,0.0,48.0,11.0,18560.0,28.0,8104.41,1279.04,770.59,508.45,0.1776,17.76
10000,10000,36,17.1,357.03,2.0,RENT,42000.0,1.0,debt_consolidation,CA,9.17,0.0,0.0,6.0,10361.0,21.0,9123.63,1427.68,876.37,551.31,0.171,17.1
15000,15000,36,9.99,483.94,7.0,MORTGAGE,133000.0,1.0,credit_card,IN,11.04,0.0,79.0,12.0,16994.0,27.0,13176.01,2417.74,1823.99,593.75,0.0999,9.99
11300,11300,36,6.97,348.76,0.0,OTHER,42000.0,1.0,debt_consolidation,TN,12.46,0.0,0.0,22.0,12621.0,42.0,10158.48,1393.96,1141.52,252.44,0.0697,6.97
10375,10375,60,23.4,294.87,1.0,RENT,30000.0,1.0,credit_card,IN,15.64,1.0,18.0,8.0,7754.0,14.0,9893.91,1474.03,481.09,992.94,0.23399999999999999,23.4
5000,5000,36,15.61,174.83,10.0,MORTGAGE,32000.0,1.0,credit_card,NY,24.56,0.0,0.0,12.0,8094.0,23.0,4552.2,699.32,447.8,251.52,0.1561,15.61
10000,10000,36,13.67,340.18,3.0,RENT,32000.0,1.0,credit_card,OH,32.4,0.0,0.0,11.0,14039.0,15.0,9079.61,1360.36,920.39,439.97,0.1367,13.67
16000,16000,60,15.1,381.48,5.0,MORTGAGE,76000.0,1.0,credit_card,NC,18.55,0.0,0.0,13.0,22662.0,24.0,15266.01,1525.28,733.99,791.29,0.151,15.1
16000,16000,36,16.2,564.1,6.0,MORTGAGE,115000.0,1.0,credit_card,NJ,13.53,1.0,20.0,11.0,10748.0,35.0,14579.96,2255.12,1420.04,835.08,0.162,16.2
25000,25000,60,23.1,706.2,10.0,MORTGAGE,140000.0,1.0,debt_consolidation,CA,6.82,2.0,7.0,7.0,4976.0,30.0,24075.31,2820.44,924.69,1895.75,0.231,23.1
20000,20000,36,14.3,686.48,10.0,MORTGAGE,72000.0,1.0,debt_consolidation,KY,17.22,0.0,0.0,15.0,23116.0,19.0,18178.12,2741.4,1821.88,919.52,0.14300000000000002,14.3
29700,29700,60,17.76,750.32,10.0,MORTGAGE,77000.0,1.0,debt_consolidation,MN,29.32,0.0,47.0,16.0,31525.0,31.0,28099.61,3751.4,1600.39,2151.01,0.1776,17.76
2575,2575,36,14.3,88.39,0.0,OTHER,50000.0,1.0,major_purchase,WI,17.11,0.0,0.0,6.0,3951.0,19.0,2280.16,440.99,294.84,146.15,0.14300000000000002,14.3
10000,10000,60,24.08,288.15,0.0,MORTGAGE,85200.0,1.0,other,NH,8.73,0.0,0.0,15.0,15147.0,22.0,9639.39,1152.6,360.61,791.99,0.2408,24.08
12000,12000,60,15.1,286.11,0.0,RENT,72000.0,1.0,debt_consolidation,CA,20.95,0.0,33.0,10.0,36338.0,41.0,11307.73,1429.51,692.27,737.24,0.151,15.1
9150,9150,36,10.99,299.52,2.0,MORTGAGE,35000.0,1.0,debt_consolidation,GA,24.51,0.0,77.0,10.0,14903.0,31.0,8277.17,1195.35,872.83,322.52,0.1099,10.99
11325,11325,36,9.99,365.38,3.0,RENT,33800.0,1.0,debt_consolidation,HI,18.99,0.0,0.0,9.0,10723.0,13.0,10226.99,1461.52,1098.01,363.51,0.0999,9.99
28625,28625,60,17.1,712.95,9.0,RENT,64000.0,1.0,debt_consolidation,NJ,23.83,0.0,0.0,14.0,27075.0,33.0,27056.32,3563.31,1568.68,1994.63,0.171,17.1
12000,12000,36,9.99,387.15,10.0,MORTGAGE,88000.0,1.0,debt_consolidation,SC,16.8,0.0,0.0,16.0,21654.0,36.0,10836.57,1548.6,1163.43,385.17,0.0999,9.99
8400,8400,36,16.2,296.15,6.0,MORTGAGE,32000.0,1.0,debt_consolidation,TN,19.05,1.0,20.0,10.0,5020.0,17.0,7654.06,1184.6,745.94,438.66,0.162,16.2
10000,10000,60,20.2,266.06,5.0,MORTGAGE,45000.0,1.0,credit_card,VA,14.27,0.0,26.0,7.0,10178.0,13.0,9599.47,1063.28,400.53,662.75,0.20199999999999999,20.2
21000,21000,36,7.62,654.39,10.0,MORTGAGE,205176.0,1.0,small_business,IL,3.08,0.0,0.0,9.0,12000.0,19.0,18369.06,3262.55,2630.94,631.61,0.0762,7.62
12000,12000,36,9.25,383.0,5.0,MORTGAGE,110000.0,1.0,debt_consolidation,WI,11.28,0.0,35.0,13.0,25509.0,23.0,10528.65,1910.16,1471.35,438.81,0.0925,9.25
8000,8000,36,15.61,279.72,1.0,RENT,53800.0,1.0,credit_card,UT,17.67,0.0,0.0,10.0,7836.0,13.0,7098.58,1398.6,901.42,497.18,0.1561,15.61
4500,4500,36,18.55,163.94,6.0,RENT,21600.0,1.0,debt_consolidation,SC,29.94,0.0,33.0,7.0,4210.0,14.0,4013.39,819.54,486.61,332.93,0.1855,18.55
20000,20000,60,17.1,498.13,10.0,MORTGAGE,70000.0,1.0,debt_consolidation,AZ,27.53,0.0,40.0,13.0,22895.0,36.0,19129.28,1992.08,870.72,1121.36,0.171,17.1
19450,19450,60,15.61,468.97,10.0,MORTGAGE,123040.0,1.0,debt_consolidation,MI,12.64,0.0,0.0,14.0,14390.0,40.0,18569.22,1875.76,880.78,994.98,0.1561,15.61
20000,20000,36,16.2,705.12,1.0,MORTGAGE,56000.0,1.0,debt_consolidation,WI,10.18,1.0,13.0,26.0,20458.0,56.0,18224.97,2818.86,1775.03,1043.83,0.162,16.2
6000,6000,36,15.1,208.29,2.0,MORTGAGE,96000.0,1.0,credit_card,IL,22.24,0.0,0.0,26.0,15094.0,49.0,5458.96,832.8,541.04,291.76,0.151,15.1
10000,10000,36,8.6,316.14,9.0,MORTGAGE,112000.0,1.0,debt_consolidation,PA,12.4,0.0,0.0,10.0,39385.0,23.0,9011.79,1264.24,988.21,276.03,0.086,8.6
5500,5500,36,13.67,187.1,10.0,RENT,30368.0,1.0,debt_consolidation,OH,16.83,0.0,0.0,9.0,8006.0,16.0,4993.81,748.16,506.19,241.97,0.1367,13.67
13000,13000,36,8.6,410.99,6.0,MORTGAGE,52000.0,1.0,debt_consolidation,FL,7.08,0.0,31.0,13.0,8028.0,21.0,11677.01,1681.66,1322.99,358.67,0.086,8.6
24575,24575,60,26.06,736.67,10.0,MORTGAGE,70200.0,1.0,debt_consolidation,OH,18.55,3.0,1.0,15.0,4564.0,24.0,23739.62,2934.8,835.38,2099.42,0.2606,26.06
6075,6075,36,18.55,221.31,8.0,RENT,38500.0,1.0,other,OR,12.09,0.0,33.0,8.0,3707.0,13.0,5553.55,885.08,521.45,363.63,0.1855,18.55
8500,8500,36,6.03,258.71,3.0,RENT,80000.0,1.0,debt_consolidation,DC,2.12,0.0,0.0,7.0,7581.0,24.0,7630.12,1034.08,869.88,164.2,0.0603,6.03
11500,11500,36,11.99,381.91,6.0,MORTGAGE,33000.0,1.0,debt_consolidation,SD,25.67,0.0,0.0,9.0,13112.0,12.0,10416.06,1527.36,1083.94,443.42,0.1199,11.99
25000,25000,36,7.62,779.04,8.0,MORTGAGE,105000.0,1.0,debt_consolidation,CA,20.72,1.0,17.0,13.0,27258.0,34.0,22503.27,3106.0,2496.73,609.27,0.0762,7.62
17625,17625,60,15.1,420.23,3.0,MORTGAGE,40000.0,1.0,debt_consolidation,OH,29.46,0.0,77.0,8.0,8163.0,25.0,16816.15,1680.8,808.85,871.95,0.151,15.1
22250,22250,60,11.99,494.83,4.0,RENT,50000.0,0.0,debt_consolidation,MI,20.28,0.0,0.0,5.0,9576.0,24.0,21704.03,986.44,545.97,440.47,0.1199,11.99
9600,9600,36,14.3,329.51,0.0,RENT,70000.0,1.0,debt_consolidation,CA,12.39,0.0,0.0,8.0,9987.0,9.0,8724.06,1318.04,875.94,442.1,0.14300000000000002,14.3
4000,4000,36,17.1,142.82,5.0,RENT,31000.0,1.0,medical,NC,27.1,0.0,0.0,21.0,5242.0,30.0,3649.61,570.8,350.39,220.41,0.171,17.1
10000,10000,36,9.99,322.63,3.0,RENT,80000.0,1.0,credit_card,IN,7.88,0.0,0.0,5.0,6180.0,6.0,9032.65,1287.6,967.35,320.25,0.0999,9.99
3000,3000,36,9.99,96.79,1.0,MORTGAGE,60000.0,1.0,credit_card,NJ,16.29,0.0,46.0,14.0,26110.0,37.0,2709.76,386.32,290.24,96.08,0.0999,9.99
16000,16000,36,11.99,531.36,10.0,OTHER,63000.0,1.0,credit_card,FL,29.54,0.0,0.0,11.0,33243.0,32.0,14491.83,2125.12,1508.17,616.95,0.1199,11.99
25975,25975,36,10.99,850.27,10.0,MORTGAGE,100000.0,1.0,debt_consolidation,CA,5.5,0.0,0.0,13.0,13843.0,35.0,23500.41,3389.04,2474.59,914.45,0.1099,10.99
15000,15000,36,15.61,524.48,1.0,RENT,108000.0,1.0,medical,CA,14.25,0.0,39.0,14.0,8708.0,28.0,13999.06,1573.38,1000.94,572.44,0.1561,15.61
7500,7500,36,9.99,241.97,0.0,MORTGAGE,55000.0,1.0,debt_consolidation,LA,22.91,0.0,0.0,11.0,13218.0,14.0,6775.11,964.88,724.89,239.99,0.0999,9.99
30000,30000,60,23.4,852.63,5.0,MORTGAGE,84000.0,1.0,credit_card,NY,16.55,1.0,10.0,10.0,136415.0,27.0,28898.0,3409.76,1102.0,2307.76,0.23399999999999999,23.4
10000,10000,36,10.99,327.34,8.0,MORTGAGE,43000.0,1.0,debt_consolidation,SD,11.11,0.0,0.0,5.0,9400.0,6.0,9047.44,1304.56,952.56,352.0,0.1099,10.99
11900,11900,36,9.99,383.93,3.0,MORTGAGE,125000.0,1.0,debt_consolidation,WA,3.45,1.0,14.0,16.0,11478.0,35.0,10746.24,1535.72,1153.76,381.96,0.0999,9.99
6500,6500,36,11.99,215.87,10.0,RENT,36000.0,1.0,credit_card,OH,19.6,0.0,0.0,6.0,6475.0,18.0,5887.2,863.48,612.8,250.68,0.1199,11.99
30000,30000,36,16.2,1057.68,10.0,MORTGAGE,70000.0,1.0,credit_card,NH,14.57,2.0,10.0,11.0,25151.0,33.0,19227.94,12230.72,10772.06,1458.66,0.162,16.2
10000,10000,36,9.99,322.63,5.0,MORTGAGE,120000.0,1.0,home_improvement,MO,0.8,0.0,0.0,10.0,1718.0,34.0,9032.86,1287.32,967.14,320.18,0.0999,9.99
7125,7125,36,10.99,233.23,4.0,RENT,26000.0,1.0,debt_consolidation,HI,10.38,0.0,26.0,8.0,2795.0,14.0,6444.92,931.4,680.08,251.32,0.1099,10.99
8450,8450,36,9.99,272.62,0.0,OTHER,25000.0,1.0,debt_consolidation,WV,22.8,0.0,64.0,6.0,17384.0,21.0,7633.75,1086.48,816.25,270.23,0.0999,9.99
12000,12000,36,11.99,398.52,8.0,RENT,54900.0,1.0,debt_consolidation,NH,11.19,0.0,46.0,15.0,9981.0,24.0,10868.71,1594.08,1131.29,462.79,0.1199,11.99
12000,12000,36,15.1,416.58,2.0,RENT,43000.0,1.0,credit_card,TX,28.07,0.0,45.0,16.0,19320.0,26.0,0.0,12442.94,12000.0,442.94,0.151,15.1
18000,18000,36,18.55,655.73,3.0,RENT,115000.0,1.0,credit_card,WA,12.55,0.0,0.0,13.0,12401.0,22.0,16454.97,2622.48,1545.03,1077.45,0.1855,18.55
35000,35000,36,19.52,1292.19,0.0,OTHER,110000.0,1.0,debt_consolidation,IL,17.17,1.0,15.0,8.0,60362.0,30.0,32037.48,5168.36,2962.52,2205.84,0.19519999999999998,19.52
23500,23500,60,21.7,645.05,10.0,MORTGAGE,97560.0,1.0,debt_consolidation,NC,21.77,0.0,0.0,12.0,17304.0,21.0,22596.15,2578.24,903.85,1674.39,0.217,21.7
35000,35000,36,14.3,1201.33,10.0,RENT,432824.0,1.0,debt_consolidation,DC,25.14,0.0,0.0,19.0,186291.0,38.0,32619.11,3603.99,2380.89,1223.1,0.14300000000000002,14.3
8000,8000,36,15.1,277.72,3.0,RENT,25671.0,1.0,debt_consolidation,OH,24.59,0.0,0.0,14.0,3006.0,27.0,7278.31,1110.88,721.69,389.19,0.151,15.1
15000,15000,36,11.99,498.15,0.0,RENT,48852.92,1.0,credit_card,KS,23.51,0.0,48.0,9.0,8381.0,27.0,13585.88,1992.6,1414.12,578.48,0.1199,11.99
12000,12000,36,16.2,423.08,7.0,MORTGAGE,43200.0,1.0,debt_consolidation,WI,29.11,3.0,16.0,15.0,4129.0,39.0,10934.54,1692.0,1065.46,626.54,0.162,16.2
10000,10000,36,6.97,308.64,6.0,MORTGAGE,45000.0,1.0,debt_consolidation,TX,22.41,0.0,0.0,11.0,8469.0,22.0,8990.15,1233.16,1009.85,223.31,0.0697,6.97
18200,18200,36,17.76,655.79,10.0,MORTGAGE,76000.0,1.0,debt_consolidation,SC,34.77,0.0,0.0,20.0,48559.0,53.0,16619.8,2622.86,1580.2,1042.66,0.1776,17.76
12175,12175,36,16.2,429.25,3.0,RENT,35000.0,1.0,debt_consolidation,TX,27.26,1.0,9.0,7.0,5687.0,10.0,11094.18,1716.4,1080.82,635.58,0.162,16.2
30000,30000,36,11.99,996.29,10.0,MORTGAGE,68443.0,1.0,debt_consolidation,OH,17.78,0.0,0.0,13.0,22818.0,24.0,26447.01,4981.45,3552.99,1428.46,0.1199,11.99
12000,12000,60,19.2,312.61,6.0,MORTGAGE,65000.0,1.0,debt_consolidation,AZ,14.62,1.0,14.0,13.0,16675.0,45.0,11506.13,1249.76,493.87,755.89,0.192,19.2
20000,20000,60,15.1,476.85,10.0,MORTGAGE,45000.0,1.0,debt_consolidation,OH,15.79,0.0,60.0,5.0,8394.0,11.0,19084.84,1901.76,915.16,986.6,0.151,15.1
14000,14000,60,15.61,337.56,5.0,RENT,40851.0,1.0,credit_card,AZ,18.83,0.0,0.0,12.0,9101.0,18.0,13365.99,1350.24,634.01,716.23,0.1561,15.61
17600,17600,36,9.99,567.82,10.0,MORTGAGE,193000.0,1.0,debt_consolidation,VA,10.16,0.0,74.0,15.0,35745.0,37.0,15893.64,2271.28,1706.36,564.92,0.0999,9.99
6450,6450,36,18.55,234.97,10.0,MORTGAGE,110000.0,1.0,debt_consolidation,IL,10.03,0.0,0.0,10.0,2306.0,33.0,5896.27,939.88,553.73,386.15,0.1855,18.55
9750,9750,36,9.99,314.56,10.0,MORTGAGE,35000.0,1.0,debt_consolidation,CA,16.97,0.0,71.0,10.0,6228.0,28.0,8804.71,1258.24,945.29,312.95,0.0999,9.99
3000,3000,36,14.3,102.98,1.0,MORTGAGE,44000.0,1.0,home_improvement,TX,25.76,0.0,49.0,14.0,29535.0,30.0,2727.27,410.36,272.73,137.63,0.14300000000000002,14.3
10000,10000,36,15.1,347.15,8.0,MORTGAGE,85000.0,1.0,credit_card,VA,17.31,0.0,30.0,24.0,19790.0,39.0,9097.88,1388.6,902.12,486.48,0.151,15.1
20000,20000,36,6.03,608.72,4.0,MORTGAGE,150000.0,1.0,debt_consolidation,CA,17.99,0.0,0.0,14.0,63686.0,23.0,17952.63,2433.83,2047.37,386.46,0.0603,6.03
6000,6000,36,15.1,208.29,6.0,MORTGAGE,42176.0,1.0,credit_card,GA,17.8,0.0,35.0,7.0,9353.0,20.0,5459.22,832.4,540.78,291.62,0.151,15.1
12000,12000,60,15.1,286.11,1.0,MORTGAGE,125000.0,1.0,debt_consolidation,MD,23.59,0.0,0.0,12.0,43911.0,29.0,11449.72,1143.52,550.28,593.24,0.151,15.1
10000,10000,36,14.3,343.24,0.0,MORTGAGE,30000.0,1.0,debt_consolidation,TX,29.04,0.0,0.0,6.0,9156.0,14.0,0.0,10235.67,10000.0,235.67,0.14300000000000002,14.3
15000,15000,60,9.99,318.64,10.0,OTHER,75000.0,1.0,credit_card,CA,13.94,1.0,15.0,16.0,19501.0,28.0,14216.07,1273.16,783.93,489.23,0.0999,9.99
5000,5000,36,9.99,161.32,8.0,MORTGAGE,30000.0,1.0,debt_consolidation,WI,14.44,0.0,0.0,10.0,20903.0,31.0,4515.9,644.36,484.1,160.26,0.0999,9.99
4000,4000,36,15.1,138.86,10.0,MORTGAGE,35000.0,1.0,debt_consolidation,NY,13.85,1.0,18.0,8.0,2579.0,16.0,3639.57,554.8,360.43,194.37,0.151,15.1
5000,5000,36,9.99,161.32,8.0,MORTGAGE,58000.0,1.0,debt_consolidation,NC,15.56,0.0,40.0,12.0,2788.0,31.0,4516.53,643.52,483.47,160.05,0.0999,9.99
23675,23675,60,23.4,672.87,6.0,MORTGAGE,58000.0,1.0,debt_consolidation,MA,16.25,0.0,0.0,16.0,28278.0,22.0,22805.48,2690.4,869.52,1820.88,0.23399999999999999,23.4
9000,9000,36,6.03,273.92,10.0,RENT,70000.0,1.0,credit_card,TX,3.43,0.0,0.0,5.0,9264.0,13.0,8078.87,1095.0,921.13,173.87,0.0603,6.03
7200,7200,36,14.3,247.13,10.0,OTHER,91000.0,1.0,home_improvement,AL,31.85,0.0,44.0,13.0,24061.0,52.0,6543.74,987.48,656.26,331.22,0.14300000000000002,14.3
10000,10000,36,12.99,336.9,1.0,MORTGAGE,38300.0,1.0,credit_card,CO,19.74,0.0,0.0,8.0,10382.0,10.0,9071.63,1345.88,928.37,417.51,0.12990000000000002,12.99
15600,15600,60,17.76,394.11,10.0,MORTGAGE,74628.0,1.0,debt_consolidation,IN,21.29,0.0,33.0,13.0,25161.0,28.0,14932.73,1575.76,667.27,908.49,0.1776,17.76
31300,31300,60,23.1,884.17,7.0,MORTGAGE,70000.0,1.0,debt_consolidation,NV,27.07,0.0,24.0,12.0,17603.0,39.0,30141.23,3534.36,1158.77,2375.59,0.231,23.1
8875,8875,36,11.99,294.74,0.0,RENT,35000.0,1.0,debt_consolidation,TX,21.6,0.0,0.0,19.0,6953.0,47.0,8250.61,884.22,624.39,259.83,0.1199,11.99
10000,10000,36,8.6,316.14,10.0,MORTGAGE,84000.0,1.0,debt_consolidation,TX,23.54,0.0,0.0,8.0,35631.0,13.0,9011.54,1264.56,988.46,276.1,0.086,8.6
14000,14000,60,16.2,341.95,3.0,MORTGAGE,56000.0,1.0,credit_card,CA,24.49,1.0,13.0,6.0,3315.0,22.0,13376.03,1367.08,623.97,743.11,0.162,16.2
5375,5375,36,9.99,173.42,5.0,RENT,19987.07,1.0,debt_consolidation,IN,29.78,0.0,0.0,7.0,8090.0,34.0,4855.44,691.56,519.56,172.0,0.0999,9.99
32875,32875,60,24.5,955.32,2.0,RENT,187485.0,1.0,debt_consolidation,CA,2.99,0.0,0.0,5.0,19331.0,6.0,31703.49,3820.44,1171.51,2648.93,0.245,24.5
3500,3500,36,16.2,123.4,10.0,RENT,23000.0,1.0,debt_consolidation,TX,18.73,0.0,96.0,8.0,5458.0,15.0,3109.11,616.56,390.89,225.67,0.162,16.2
18000,18000,36,11.99,597.78,6.0,MORTGAGE,125000.0,1.0,credit_card,WA,8.8,0.0,0.0,9.0,25807.0,10.0,0.0,18694.18,18000.0,694.18,0.1199,11.99
25000,25000,36,9.25,797.91,8.0,MORTGAGE,105000.0,1.0,debt_consolidation,KY,18.41,0.0,26.0,8.0,17419.0,23.0,22557.23,3183.6,2442.77,740.83,0.0925,9.25
17500,17500,36,18.55,637.51,3.0,MORTGAGE,85000.0,1.0,debt_consolidation,TX,14.81,1.0,8.0,15.0,14660.0,46.0,0.0,17770.69,17500.0,270.69,0.1855,18.55
5400,5400,36,8.6,170.72,3.0,MORTGAGE,65000.0,1.0,debt_consolidation,AZ,20.34,0.0,0.0,16.0,2691.0,22.0,4866.37,682.68,533.63,149.05,0.086,8.6
3000,3000,36,15.61,104.9,8.0,RENT,40000.0,1.0,debt_consolidation,FL,13.2,0.0,0.0,8.0,3674.0,14.0,2731.67,419.04,268.33,150.71,0.1561,15.61
1000,1000,36,19.52,36.92,10.0,RENT,75000.0,1.0,other,CA,29.74,0.0,0.0,11.0,22757.0,19.0,0.0,1032.21,1000.0,32.21,0.19519999999999998,19.52
18825,18825,60,15.1,448.84,5.0,MORTGAGE,65000.0,1.0,debt_consolidation,WI,12.5,0.0,0.0,9.0,15304.0,27.0,17961.16,1795.08,863.84,931.24,0.151,15.1
15000,15000,36,15.61,524.48,8.0,MORTGAGE,60000.0,1.0,debt_consolidation,CA,13.8,0.0,0.0,9.0,9857.0,12.0,13656.65,2097.92,1343.35,754.57,0.1561,15.61
15000,15000,36,18.55,546.44,10.0,RENT,110000.0,1.0,medical,CA,3.37,0.0,38.0,16.0,3225.0,31.0,13712.33,2185.64,1287.67,897.97,0.1855,18.55
24000,24000,36,9.25,765.99,8.0,MORTGAGE,88000.0,1.0,debt_consolidation,TX,10.99,0.0,0.0,10.0,19196.0,16.0,21657.44,3053.0,2342.56,710.44,0.0925,9.25
